City,State,Type,Year,Count,Full,match_addr,latitude,longitude
King,WA,Anti-Jewish,2004,0,Washington,"King, Washington",47.5480339,-121.9836029
King,WA,Anti-Jewish,2004,0,Washington,"King, Washington",47.5480339,-121.9836029
King,WA,Anti-Jewish,2004,0,Washington,"King, Washington",47.5480339,-121.9836029
Island,WA,Anti-Jewish,2004,0,Washington,"Island, Washington",48.19765,-122.579457
Cowlitz,WA,Anti-Jewish,2004,0,Washington,"Cowlitz, Washington",46.1746472,-122.7746902
Clark,WA,Anti-Jewish,2004,0,Washington,"Clark, Washington",45.7466471,-122.5194378
Clark,WA,Anti-Jewish,2004,0,Washington,"Clark, Washington",45.7466471,-122.5194378
Clallam,WA,Anti-Jewish,2004,0,Washington,"Clallam, Washington",48.0405122,-124.016766
Clallam,WA,Anti-Jewish,2004,0,Washington,"Clallam, Washington",48.0405122,-124.016766
Washington,VT,Anti-Jewish,2004,1,Vermont,"Washington, Vermont",44.105619,-72.432601
Rutland,VT,Anti-Jewish,2004,0,Vermont,"Rutland, Vermont",43.6106237,-72.9726065
Grand Isle,VT,Anti-Jewish,2004,1,Vermont,"Grand Isle, Vermont",44.7225436,-73.2923538
Franklin,VT,Anti-Jewish,2004,0,Vermont,"Franklin, Vermont",44.9812585,-72.9165547
Chittenden,VT,Anti-Jewish,2004,0,Vermont,"Chittenden, Vermont",43.7271064,-72.9428417
Chittenden,VT,Anti-Jewish,2004,0,Vermont,"Chittenden, Vermont",43.7271064,-72.9428417
Chittenden,VT,Anti-Jewish,2004,0,Vermont,"Chittenden, Vermont",43.7271064,-72.9428417
Bennington,VT,Anti-Jewish,2004,0,Vermont,"Bennington, Vermont",42.8781345,-73.1967741
Wythe,VA,Anti-Jewish,2004,0,Virginia,"Wythe, Virginia",36.9484414,-81.0848477
Tazewell,VA,Anti-Jewish,2004,0,Virginia,"Tazewell, Virginia",37.1148374,-81.5195548
Southampton,VA,Anti-Jewish,2004,0,Virginia,"Southampton, Virginia",36.6788512,-77.1024902
Richmond,VA,Anti-Jewish,2004,0,Virginia,"Richmond, Virginia",37.540702,-77.433649
Prince George,VA,Anti-Jewish,2004,0,Virginia,"Prince George, Virginia",37.1593052,-77.2405153
Prince George,VA,Anti-Jewish,2004,0,Virginia,"Prince George, Virginia",37.1593052,-77.2405153
Nelson,VA,Anti-Jewish,2004,0,Virginia,"Nelson, Virginia",37.7478599,-78.8835548
Middlesex,VA,Anti-Jewish,2004,0,Virginia,"Middlesex, Virginia",37.6040106,-76.5257007
Middlesex,VA,Anti-Jewish,2004,0,Virginia,"Middlesex, Virginia",37.6040106,-76.5257007
Lee,VA,Anti-Jewish,2004,0,Virginia,"Lee, Virginia",36.7075931,-83.0361376
Lee,VA,Anti-Jewish,2004,0,Virginia,"Lee, Virginia",36.7075931,-83.0361376
Isle of Wight,VA,Anti-Jewish,2004,0,Virginia,"Isle of Wight, Virginia",36.9288915,-76.6874701
Hanover,VA,Anti-Jewish,2004,1,Virginia,"Hanover, Virginia",37.7772071,-77.5160788
Grayson,VA,Anti-Jewish,2004,0,Virginia,"Grayson, Virginia",36.6721195,-81.2078164
Fairfax,VA,Anti-Jewish,2004,4,Virginia,"Fairfax, Virginia",38.8462236,-77.3063733
Essex,VA,Anti-Jewish,2004,5,Virginia,"Essex, Virginia",37.9671684,-76.964306
Essex,VA,Anti-Jewish,2004,0,Virginia,"Essex, Virginia",37.9671684,-76.964306
Essex,VA,Anti-Jewish,2004,0,Virginia,"Essex, Virginia",37.9671684,-76.964306
Essex,VA,Anti-Jewish,2004,0,Virginia,"Essex, Virginia",37.9671684,-76.964306
Clarke,VA,Anti-Jewish,2004,0,Virginia,"Clarke, Virginia",39.1516583,-77.973865
Chesterfield,VA,Anti-Jewish,2004,0,Virginia,"Chesterfield, Virginia",37.3673217,-77.6077865
Arlington,VA,Anti-Jewish,2004,4,Virginia,"Arlington, Virginia",38.8799697,-77.1067698
Albemarle,VA,Anti-Jewish,2004,0,Virginia,"Albemarle, Virginia",38.0567092,-78.6114999
Salt Lake,UT,Anti-Jewish,2004,1,Utah,"Salt Lake, Utah",40.7607793,-111.8910474
Salt Lake,UT,Anti-Jewish,2004,1,Utah,"Salt Lake, Utah",40.7607793,-111.8910474
Salt Lake,UT,Anti-Jewish,2004,1,Utah,"Salt Lake, Utah",40.7607793,-111.8910474
Salt Lake,UT,Anti-Jewish,2004,0,Utah,"Salt Lake, Utah",40.7607793,-111.8910474
Salt Lake,UT,Anti-Jewish,2004,0,Utah,"Salt Lake, Utah",40.7607793,-111.8910474
Davis,UT,Anti-Jewish,2004,1,Utah,"Davis, Utah",40.9628845,-112.0953297
Galveston,TX,Anti-Jewish,2004,0,Texas,"Galveston, Texas",29.3013479,-94.7976958
Fort Bend,TX,Anti-Jewish,2004,0,Texas,"Fort Bend, Texas",29.5692614,-95.8142885
El Paso,TX,Anti-Jewish,2004,0,Texas,"El Paso, Texas",31.759163,-106.487487
Denton,TX,Anti-Jewish,2004,0,Texas,"Denton, Texas",33.216562,-97.130978
Denton,TX,Anti-Jewish,2004,0,Texas,"Denton, Texas",33.216562,-97.130978
Dallas,TX,Anti-Jewish,2004,0,Texas,"Dallas, Texas",32.778154,-96.795399
Dallas,TX,Anti-Jewish,2004,0,Texas,"Dallas, Texas",32.778154,-96.795399
Dallas,TX,Anti-Jewish,2004,0,Texas,"Dallas, Texas",32.778154,-96.795399
Dallas,TX,Anti-Jewish,2004,0,Texas,"Dallas, Texas",32.778154,-96.795399
Collin,TX,Anti-Jewish,2004,0,Texas,"Collin, Texas",33.1795213,-96.4929797
Collin,TX,Anti-Jewish,2004,0,Texas,"Collin, Texas",33.1795213,-96.4929797
Collin,TX,Anti-Jewish,2004,0,Texas,"Collin, Texas",33.1795213,-96.4929797
Burnet,TX,Anti-Jewish,2004,0,Texas,"Burnet, Texas",30.7582376,-98.2283585
Brazoria,TX,Anti-Jewish,2004,0,Texas,"Brazoria, Texas",29.0444147,-95.5691126
Bell,TX,Anti-Jewish,2004,0,Texas,"Bell, Texas",31.134411,-97.5247243
Williamson,TN,Anti-Jewish,2004,0,Tennessee,"Williamson, Tennessee",35.9179271,-86.8621827
Williamson,TN,Anti-Jewish,2004,0,Tennessee,"Williamson, Tennessee",35.9179271,-86.8621827
Washington,TN,Anti-Jewish,2004,0,Tennessee,"Washington, Tennessee",36.3321016,-82.5185837
Sullivan,TN,Anti-Jewish,2004,0,Tennessee,"Sullivan, Tennessee",36.4933147,-82.345189
Sullivan,TN,Anti-Jewish,2004,0,Tennessee,"Sullivan, Tennessee",36.4933147,-82.345189
Shelby,TN,Anti-Jewish,2004,0,Tennessee,"Shelby, Tennessee",35.1268552,-89.9253233
Shelby,TN,Anti-Jewish,2004,0,Tennessee,"Shelby, Tennessee",35.1268552,-89.9253233
Shelby,TN,Anti-Jewish,2004,0,Tennessee,"Shelby, Tennessee",35.1268552,-89.9253233
Rutherford,TN,Anti-Jewish,2004,0,Tennessee,"Rutherford, Tennessee",36.1275673,-88.9858988
Rutherford,TN,Anti-Jewish,2004,0,Tennessee,"Rutherford, Tennessee",36.1275673,-88.9858988
Montgomery,TN,Anti-Jewish,2004,0,Tennessee,"Montgomery, Tennessee",36.4960406,-87.460397
Maury,TN,Anti-Jewish,2004,0,Tennessee,"Maury, Tennessee",35.6195242,-87.1422895
Maury,TN,Anti-Jewish,2004,0,Tennessee,"Maury, Tennessee",35.6195242,-87.1422895
Madison,TN,Anti-Jewish,2004,0,Tennessee,"Madison, Tennessee",36.2562002,-86.7143516
Knox,TN,Anti-Jewish,2004,1,Tennessee,"Knox, Tennessee",35.9874629,-83.9419784
Knox,TN,Anti-Jewish,2004,1,Tennessee,"Knox, Tennessee",35.9874629,-83.9419784
Hamilton,TN,Anti-Jewish,2004,0,Tennessee,"Hamilton, Tennessee",35.1618966,-85.1479364
Hamilton,TN,Anti-Jewish,2004,0,Tennessee,"Hamilton, Tennessee",35.1618966,-85.1479364
Hamilton,TN,Anti-Jewish,2004,0,Tennessee,"Hamilton, Tennessee",35.1618966,-85.1479364
Hamilton,TN,Anti-Jewish,2004,0,Tennessee,"Hamilton, Tennessee",35.1618966,-85.1479364
Hamilton,TN,Anti-Jewish,2004,0,Tennessee,"Hamilton, Tennessee",35.1618966,-85.1479364
Gibson,TN,Anti-Jewish,2004,0,Tennessee,"Gibson, Tennessee",35.9969735,-88.864698
Dickson,TN,Anti-Jewish,2004,0,Tennessee,"Dickson, Tennessee",36.0770048,-87.3877899
Carter,TN,Anti-Jewish,2004,0,Tennessee,"Carter, Tennessee",36.2638604,-82.12784
Bradley,TN,Anti-Jewish,2004,0,Tennessee,"Bradley, Tennessee",35.1937778,-84.8567932
Bradley,TN,Anti-Jewish,2004,0,Tennessee,"Bradley, Tennessee",35.1937778,-84.8567932
Anderson,TN,Anti-Jewish,2004,0,Tennessee,"Anderson, Tennessee",36.0809574,-84.2278796
Miner,SD,Anti-Jewish,2004,0,South Dakota,"Miner, South Dakota",44.0643951,-97.6982272
Miner,SD,Anti-Jewish,2004,0,South Dakota,"Miner, South Dakota",44.0643951,-97.6982272
Harding,SD,Anti-Jewish,2004,0,South Dakota,"Harding, South Dakota",45.5482666,-103.5995692
Buffalo,SD,Anti-Jewish,2004,1,South Dakota,"Buffalo, South Dakota",45.5841637,-103.5460251
Spartanburg,SC,Anti-Jewish,2004,0,South Carolina,"Spartanburg, South Carolina",34.9495672,-81.9320482
Richland,SC,Anti-Jewish,2004,0,South Carolina,"Richland, South Carolina",34.0412165,-80.9428911
Richland,SC,Anti-Jewish,2004,0,South Carolina,"Richland, South Carolina",34.0412165,-80.9428911
Horry,SC,Anti-Jewish,2004,0,South Carolina,"Horry, South Carolina",33.9196567,-78.9288242
Greenville,SC,Anti-Jewish,2004,0,South Carolina,"Greenville, South Carolina",34.8526176,-82.3940104
Greenville,SC,Anti-Jewish,2004,0,South Carolina,"Greenville, South Carolina",34.8526176,-82.3940104
Dorchester,SC,Anti-Jewish,2004,0,South Carolina,"Dorchester, South Carolina",33.1680383,-80.543845
Colleton,SC,Anti-Jewish,2004,0,South Carolina,"Colleton, South Carolina",32.8242297,-80.7214417
Charleston,SC,Anti-Jewish,2004,0,South Carolina,"Charleston, South Carolina",32.781151,-79.931597
Berkeley,SC,Anti-Jewish,2004,1,South Carolina,"Berkeley, South Carolina",33.1260618,-80.0087746
Berkeley,SC,Anti-Jewish,2004,0,South Carolina,"Berkeley, South Carolina",33.1260618,-80.0087746
Beaufort,SC,Anti-Jewish,2004,1,South Carolina,"Beaufort, South Carolina",32.4315813,-80.6698286
Anderson,SC,Anti-Jewish,2004,0,South Carolina,"Anderson, South Carolina",34.5034394,-82.6501332
Washington,RI,Anti-Jewish,2004,0,Rhode Island,"Washington, Rhode Island",41.4568113,-71.6673352
Washington,RI,Anti-Jewish,2004,0,Rhode Island,"Washington, Rhode Island",41.4568113,-71.6673352
Washington,RI,Anti-Jewish,2004,0,Rhode Island,"Washington, Rhode Island",41.4568113,-71.6673352
Washington,RI,Anti-Jewish,2004,0,Rhode Island,"Washington, Rhode Island",41.4568113,-71.6673352
Providence,RI,Anti-Jewish,2004,1,Rhode Island,"Providence, Rhode Island",41.82387,-71.41199
Providence,RI,Anti-Jewish,2004,2,Rhode Island,"Providence, Rhode Island",41.82387,-71.41199
Providence,RI,Anti-Jewish,2004,0,Rhode Island,"Providence, Rhode Island",41.82387,-71.41199
Providence,RI,Anti-Jewish,2004,0,Rhode Island,"Providence, Rhode Island",41.82387,-71.41199
Providence,RI,Anti-Jewish,2004,0,Rhode Island,"Providence, Rhode Island",41.82387,-71.41199
Newport,RI,Anti-Jewish,2004,0,Rhode Island,"Newport, Rhode Island",41.4901024,-71.3128285
Newport,RI,Anti-Jewish,2004,0,Rhode Island,"Newport, Rhode Island",41.4901024,-71.3128285
Kent,RI,Anti-Jewish,2004,2,Rhode Island,"Kent, Rhode Island",41.6579147,-71.7147951
Kent,RI,Anti-Jewish,2004,0,Rhode Island,"Kent, Rhode Island",41.6579147,-71.7147951
York,PA,Anti-Jewish,2004,1,Pennsylvania,"York, Pennsylvania",39.9625984,-76.727745
York,PA,Anti-Jewish,2004,0,Pennsylvania,"York, Pennsylvania",39.9625984,-76.727745
York,PA,Anti-Jewish,2004,0,Pennsylvania,"York, Pennsylvania",39.9625984,-76.727745
Northampton,PA,Anti-Jewish,2004,1,Pennsylvania,"Northampton, Pennsylvania",40.6862075,-75.4968501
Montgomery,PA,Anti-Jewish,2004,1,Pennsylvania,"Montgomery, Pennsylvania",41.1703592,-76.8769076
Montgomery,PA,Anti-Jewish,2004,1,Pennsylvania,"Montgomery, Pennsylvania",41.1703592,-76.8769076
Montgomery,PA,Anti-Jewish,2004,0,Pennsylvania,"Montgomery, Pennsylvania",41.1703592,-76.8769076
Montgomery,PA,Anti-Jewish,2004,0,Pennsylvania,"Montgomery, Pennsylvania",41.1703592,-76.8769076
Montgomery,PA,Anti-Jewish,2004,0,Pennsylvania,"Montgomery, Pennsylvania",41.1703592,-76.8769076
Lehigh,PA,Anti-Jewish,2004,0,Pennsylvania,"Lehigh, Pennsylvania",40.6519679,-75.5742467
Lancaster,PA,Anti-Jewish,2004,1,Pennsylvania,"Lancaster, Pennsylvania",40.0378755,-76.3055144
Cumberland,PA,Anti-Jewish,2004,0,Pennsylvania,"Cumberland, Pennsylvania",40.1299841,-77.2405153
Chester,PA,Anti-Jewish,2004,3,Pennsylvania,"Chester, Pennsylvania",39.849557,-75.3557457
Chester,PA,Anti-Jewish,2004,0,Pennsylvania,"Chester, Pennsylvania",39.849557,-75.3557457
Centre,PA,Anti-Jewish,2004,0,Pennsylvania,"Centre, Pennsylvania",40.8765649,-77.8367282
Centre,PA,Anti-Jewish,2004,0,Pennsylvania,"Centre, Pennsylvania",40.8765649,-77.8367282
Bucks,PA,Anti-Jewish,2004,0,Pennsylvania,"Bucks, Pennsylvania",40.4107964,-75.2479061
Berks,PA,Anti-Jewish,2004,0,Pennsylvania,"Berks, Pennsylvania",40.3451566,-75.9927652
Adams,PA,Anti-Jewish,2004,0,Pennsylvania,"Adams, Pennsylvania",39.8522417,-77.2864879
Yamhill,OR,Anti-Jewish,2004,1,Oregon,"Yamhill, Oregon",45.3415036,-123.1873291
Washington,OR,Anti-Jewish,2004,1,Oregon,"Washington, Oregon",45.5469616,-123.1386021
Washington,OR,Anti-Jewish,2004,0,Oregon,"Washington, Oregon",45.5469616,-123.1386021
Tillamook,OR,Anti-Jewish,2004,0,Oregon,"Tillamook, Oregon",45.4562158,-123.8440137
Multnomah,OR,Anti-Jewish,2004,4,Oregon,"Multnomah, Oregon",45.5145659,-122.5863212
Multnomah,OR,Anti-Jewish,2004,0,Oregon,"Multnomah, Oregon",45.5145659,-122.5863212
Multnomah,OR,Anti-Jewish,2004,0,Oregon,"Multnomah, Oregon",45.5145659,-122.5863212
Multnomah,OR,Anti-Jewish,2004,0,Oregon,"Multnomah, Oregon",45.5145659,-122.5863212
Morrow,OR,Anti-Jewish,2004,0,Oregon,"Morrow, Oregon",45.4514124,-119.6243921
Marion,OR,Anti-Jewish,2004,2,Oregon,"Marion, Oregon",44.7490108,-122.942314
Marion,OR,Anti-Jewish,2004,0,Oregon,"Marion, Oregon",44.7490108,-122.942314
Lincoln,OR,Anti-Jewish,2004,0,Oregon,"Lincoln, Oregon",44.609549,-123.942359
Lincoln,OR,Anti-Jewish,2004,0,Oregon,"Lincoln, Oregon",44.609549,-123.942359
Lane,OR,Anti-Jewish,2004,0,Oregon,"Lane, Oregon",43.9610092,-122.6618227
Lane,OR,Anti-Jewish,2004,0,Oregon,"Lane, Oregon",43.9610092,-122.6618227
Jackson,OR,Anti-Jewish,2004,1,Oregon,"Jackson, Oregon",42.334535,-122.7646577
Jackson,OR,Anti-Jewish,2004,0,Oregon,"Jackson, Oregon",42.334535,-122.7646577
Jackson,OR,Anti-Jewish,2004,0,Oregon,"Jackson, Oregon",42.334535,-122.7646577
Jackson,OR,Anti-Jewish,2004,0,Oregon,"Jackson, Oregon",42.334535,-122.7646577
Douglas,OR,Anti-Jewish,2004,0,Oregon,"Douglas, Oregon",43.1260694,-123.2492364
Douglas,OR,Anti-Jewish,2004,0,Oregon,"Douglas, Oregon",43.1260694,-123.2492364
Deschutes,OR,Anti-Jewish,2004,0,Oregon,"Deschutes, Oregon",43.83251,-121.2616541
Deschutes,OR,Anti-Jewish,2004,0,Oregon,"Deschutes, Oregon",43.83251,-121.2616541
Clackamas,OR,Anti-Jewish,2004,1,Oregon,"Clackamas, Oregon",45.4076205,-122.5703692
Clackamas,OR,Anti-Jewish,2004,0,Oregon,"Clackamas, Oregon",45.4076205,-122.5703692
Clackamas,OR,Anti-Jewish,2004,0,Oregon,"Clackamas, Oregon",45.4076205,-122.5703692
Benton,OR,Anti-Jewish,2004,0,Oregon,"Benton, Oregon",44.6281686,-123.3873877
Tulsa,OK,Anti-Jewish,2004,0,Oklahoma,"Tulsa, Oklahoma",36.14974,-95.993329
Tulsa,OK,Anti-Jewish,2004,0,Oklahoma,"Tulsa, Oklahoma",36.14974,-95.993329
Tulsa,OK,Anti-Jewish,2004,0,Oklahoma,"Tulsa, Oklahoma",36.14974,-95.993329
Payne,OK,Anti-Jewish,2004,0,Oklahoma,"Payne, Oklahoma",34.9061837,-97.5300307
Pawnee,OK,Anti-Jewish,2004,0,Oklahoma,"Pawnee, Oklahoma",36.3378321,-96.8039232
Oklahoma,OK,Anti-Jewish,2004,1,Oklahoma,"Oklahoma, Oklahoma",35.4675602,-97.5164276
Oklahoma,OK,Anti-Jewish,2004,0,Oklahoma,"Oklahoma, Oklahoma",35.4675602,-97.5164276
Oklahoma,OK,Anti-Jewish,2004,0,Oklahoma,"Oklahoma, Oklahoma",35.4675602,-97.5164276
Oklahoma,OK,Anti-Jewish,2004,0,Oklahoma,"Oklahoma, Oklahoma",35.4675602,-97.5164276
Oklahoma,OK,Anti-Jewish,2004,0,Oklahoma,"Oklahoma, Oklahoma",35.4675602,-97.5164276
Muskogee,OK,Anti-Jewish,2004,0,Oklahoma,"Muskogee, Oklahoma",35.7478769,-95.3696909
Cleveland,OK,Anti-Jewish,2004,0,Oklahoma,"Cleveland, Oklahoma",36.3100688,-96.4641886
Wayne,OH,Anti-Jewish,2004,0,Ohio,"Wayne, Ohio",41.3014415,-83.4735393
Warren,OH,Anti-Jewish,2004,0,Ohio,"Warren, Ohio",41.2375569,-80.8184166
Van Wert,OH,Anti-Jewish,2004,0,Ohio,"Van Wert, Ohio",40.8694927,-84.5841223
Union,OH,Anti-Jewish,2004,0,Ohio,"Union, Ohio",39.8978327,-84.3063343
Union,OH,Anti-Jewish,2004,0,Ohio,"Union, Ohio",39.8978327,-84.3063343
Summit,OH,Anti-Jewish,2004,0,Ohio,"Summit, Ohio",41.0918991,-81.5596427
Summit,OH,Anti-Jewish,2004,0,Ohio,"Summit, Ohio",41.0918991,-81.5596427
Summit,OH,Anti-Jewish,2004,0,Ohio,"Summit, Ohio",41.0918991,-81.5596427
Stark,OH,Anti-Jewish,2004,0,Ohio,"Stark, Ohio",40.8684676,-81.2518833
Stark,OH,Anti-Jewish,2004,0,Ohio,"Stark, Ohio",40.8684676,-81.2518833
Preble,OH,Anti-Jewish,2004,0,Ohio,"Preble, Ohio",39.7778251,-84.6897495
Preble,OH,Anti-Jewish,2004,0,Ohio,"Preble, Ohio",39.7778251,-84.6897495
Portage,OH,Anti-Jewish,2004,0,Ohio,"Portage, Ohio",41.3267189,-83.6507668
Pickaway,OH,Anti-Jewish,2004,0,Ohio,"Pickaway, Ohio",39.687828,-82.9931607
Muskingum,OH,Anti-Jewish,2004,0,Ohio,"Muskingum, Ohio",39.9478393,-81.9534815
Miami,OH,Anti-Jewish,2004,1,Ohio,"Miami, Ohio",39.5105334,-84.7308768
Mercer,OH,Anti-Jewish,2004,0,Ohio,"Mercer, Ohio",40.5940548,-84.6897495
Mahoning,OH,Anti-Jewish,2004,0,Ohio,"Mahoning, Ohio",40.9871753,-80.7214417
Lucas,OH,Anti-Jewish,2004,1,Ohio,"Lucas, Ohio",40.7050579,-82.4182204
Lucas,OH,Anti-Jewish,2004,1,Ohio,"Lucas, Ohio",40.7050579,-82.4182204
Lake,OH,Anti-Jewish,2004,0,Ohio,"Lake, Ohio",41.7112668,-81.2455855
Hancock,OH,Anti-Jewish,2004,1,Ohio,"Hancock, Ohio",41.0273131,-83.6773928
Hamilton,OH,Anti-Jewish,2004,0,Ohio,"Hamilton, Ohio",39.3995008,-84.5613355
Hamilton,OH,Anti-Jewish,2004,0,Ohio,"Hamilton, Ohio",39.3995008,-84.5613355
Hamilton,OH,Anti-Jewish,2004,0,Ohio,"Hamilton, Ohio",39.3995008,-84.5613355
Hamilton,OH,Anti-Jewish,2004,0,Ohio,"Hamilton, Ohio",39.3995008,-84.5613355
Greene,OH,Anti-Jewish,2004,0,Ohio,"Greene, Ohio",39.697399,-83.8897057
Franklin,OH,Anti-Jewish,2004,1,Ohio,"Franklin, Ohio",39.5589474,-84.3041074
Franklin,OH,Anti-Jewish,2004,1,Ohio,"Franklin, Ohio",39.5589474,-84.3041074
Franklin,OH,Anti-Jewish,2004,1,Ohio,"Franklin, Ohio",39.5589474,-84.3041074
Franklin,OH,Anti-Jewish,2004,0,Ohio,"Franklin, Ohio",39.5589474,-84.3041074
Franklin,OH,Anti-Jewish,2004,0,Ohio,"Franklin, Ohio",39.5589474,-84.3041074
Franklin,OH,Anti-Jewish,2004,0,Ohio,"Franklin, Ohio",39.5589474,-84.3041074
Franklin,OH,Anti-Jewish,2004,0,Ohio,"Franklin, Ohio",39.5589474,-84.3041074
Franklin,OH,Anti-Jewish,2004,0,Ohio,"Franklin, Ohio",39.5589474,-84.3041074
Franklin,OH,Anti-Jewish,2004,0,Ohio,"Franklin, Ohio",39.5589474,-84.3041074
Erie,OH,Anti-Jewish,2004,0,Ohio,"Erie, Ohio",41.4349882,-82.4752757
Delaware,OH,Anti-Jewish,2004,0,Ohio,"Delaware, Ohio",40.2986724,-83.067965
Defiance,OH,Anti-Jewish,2004,0,Ohio,"Defiance, Ohio",41.2844933,-84.3557802
Cuyahoga,OH,Anti-Jewish,2004,1,Ohio,"Cuyahoga, Ohio",41.433923,-81.67582
Cuyahoga,OH,Anti-Jewish,2004,0,Ohio,"Cuyahoga, Ohio",41.433923,-81.67582
Cuyahoga,OH,Anti-Jewish,2004,0,Ohio,"Cuyahoga, Ohio",41.433923,-81.67582
Cuyahoga,OH,Anti-Jewish,2004,0,Ohio,"Cuyahoga, Ohio",41.433923,-81.67582
Cuyahoga,OH,Anti-Jewish,2004,0,Ohio,"Cuyahoga, Ohio",41.433923,-81.67582
Coshocton,OH,Anti-Jewish,2004,0,Ohio,"Coshocton, Ohio",40.2720151,-81.8595756
Clermont,OH,Anti-Jewish,2004,0,Ohio,"Clermont, Ohio",39.0928449,-84.1857115
Champaign,OH,Anti-Jewish,2004,0,Ohio,"Champaign, Ohio",40.1025817,-83.804868
Butler,OH,Anti-Jewish,2004,0,Ohio,"Butler, Ohio",40.5883933,-82.4248862
Butler,OH,Anti-Jewish,2004,0,Ohio,"Butler, Ohio",40.5883933,-82.4248862
Athens,OH,Anti-Jewish,2004,1,Ohio,"Athens, Ohio",39.3292396,-82.1012554
Wayne,NY,Anti-Jewish,2004,1,New York,"Wayne, New York",42.4709046,-77.1055262
Wayne,NY,Anti-Jewish,2004,1,New York,"Wayne, New York",42.4709046,-77.1055262
Wayne,NY,Anti-Jewish,2004,1,New York,"Wayne, New York",42.4709046,-77.1055262
Wayne,NY,Anti-Jewish,2004,1,New York,"Wayne, New York",42.4709046,-77.1055262
Wayne,NY,Anti-Jewish,2004,3,New York,"Wayne, New York",42.4709046,-77.1055262
Wayne,NY,Anti-Jewish,2004,0,New York,"Wayne, New York",42.4709046,-77.1055262
Wayne,NY,Anti-Jewish,2004,0,New York,"Wayne, New York",42.4709046,-77.1055262
Wayne,NY,Anti-Jewish,2004,0,New York,"Wayne, New York",42.4709046,-77.1055262
Wayne,NY,Anti-Jewish,2004,0,New York,"Wayne, New York",42.4709046,-77.1055262
Wayne,NY,Anti-Jewish,2004,0,New York,"Wayne, New York",42.4709046,-77.1055262
Wayne,NY,Anti-Jewish,2004,0,New York,"Wayne, New York",42.4709046,-77.1055262
Wayne,NY,Anti-Jewish,2004,0,New York,"Wayne, New York",42.4709046,-77.1055262
Ulster,NY,Anti-Jewish,2004,1,New York,"Ulster, New York",41.8586493,-74.3118212
Tompkins,NY,Anti-Jewish,2004,0,New York,"Tompkins, New York",42.1076666,-75.294569
Tompkins,NY,Anti-Jewish,2004,0,New York,"Tompkins, New York",42.1076666,-75.294569
Suffolk,NY,Anti-Jewish,2004,0,New York,"Suffolk, New York",40.9848784,-72.6151169
Suffolk,NY,Anti-Jewish,2004,0,New York,"Suffolk, New York",40.9848784,-72.6151169
Steuben,NY,Anti-Jewish,2004,18,New York,"Steuben, New York",42.321027,-77.3783789
Steuben,NY,Anti-Jewish,2004,1,New York,"Steuben, New York",42.321027,-77.3783789
Steuben,NY,Anti-Jewish,2004,0,New York,"Steuben, New York",42.321027,-77.3783789
St. Lawrence,NY,Anti-Jewish,2004,0,New York,"St. Lawrence, New York",44.4473142,-74.930206
Saratoga,NY,Anti-Jewish,2004,0,New York,"Saratoga, New York",43.0324245,-73.9359821
Richmond,NY,Anti-Jewish,2004,0,New York,"Richmond, New York",42.8214796,-77.5390127
Richmond,NY,Anti-Jewish,2004,0,New York,"Richmond, New York",42.8214796,-77.5390127
Richmond,NY,Anti-Jewish,2004,0,New York,"Richmond, New York",42.8214796,-77.5390127
Richmond,NY,Anti-Jewish,2004,0,New York,"Richmond, New York",42.8214796,-77.5390127
Richmond,NY,Anti-Jewish,2004,0,New York,"Richmond, New York",42.8214796,-77.5390127
Richmond,NY,Anti-Jewish,2004,0,New York,"Richmond, New York",42.8214796,-77.5390127
Queens,NY,Anti-Jewish,2004,0,New York,"Queens, New York",40.7282239,-73.7948516
Ontario,NY,Anti-Jewish,2004,0,New York,"Ontario, New York",43.2209426,-77.2833793
Ontario,NY,Anti-Jewish,2004,0,New York,"Ontario, New York",43.2209426,-77.2833793
Ontario,NY,Anti-Jewish,2004,0,New York,"Ontario, New York",43.2209426,-77.2833793
Oneida,NY,Anti-Jewish,2004,0,New York,"Oneida, New York",43.0925684,-75.6512931
Oneida,NY,Anti-Jewish,2004,0,New York,"Oneida, New York",43.0925684,-75.6512931
Oneida,NY,Anti-Jewish,2004,0,New York,"Oneida, New York",43.0925684,-75.6512931
New York,NY,Anti-Jewish,2004,0,New York,"New York, New York",40.71455,-74.00714
Nassau,NY,Anti-Jewish,2004,50,New York,"Nassau, New York",40.6546145,-73.5594128
Nassau,NY,Anti-Jewish,2004,0,New York,"Nassau, New York",40.6546145,-73.5594128
